cart_id,product_id,product_name,price,quantity,total,discount_percentage,discounted_total,thumbnail
47,169,Dodge Hornet GT Plus,24999.99,2.0,49999.98,2.63,48684.98,https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/thumbnail.webp
48,18,Cat Food,8.99,4.0,35.96,9.58,32.52,https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp
48,140,Basketball,14.99,5.0,74.95,7.44,69.37,https://cdn.dummyjson.com/product-images/sports-accessories/basketball/thumbnail.webp
49,15,Wooden Bathroom Sink With Mirror,799.99,5.0,3999.95,8.8,3647.95,https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/thumbnail.webp
49,18,Cat Food,8.99,2.0,17.98,9.58,16.26,https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp
49,111,Selfie Stick Monopod,12.99,2.0,25.98,19.12,21.01,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/thumbnail.webp
49,142,Cricket Ball,12.99,5.0,64.95,8.63,59.34,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/thumbnail.webp
49,184,Tropical Earring,19.99,5.0,99.95,0.76,99.19,https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/thumbnail.webp
50,8,Dior J'adore,89.99,1.0,89.99,14.72,76.74,https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp
50,60,Grater Black,10.99,5.0,54.95,3.56,52.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp
50,96,Rolex Cellini Moonphase,12999.99,1.0,12999.99,17.52,10722.39,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp
51,73,Spice Rack,19.99,1.0,19.99,12.09,17.57,https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/thumbnail.webp
51,96,Rolex Cellini Moonphase,12999.99,1.0,12999.99,17.52,10722.39,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp
51,98,Rolex Submariner Watch,13999.99,1.0,13999.99,5.05,13292.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp
51,116,Scooter Motorcycle,2999.99,2.0,5999.98,6.27,5623.78,https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/thumbnail.webp
51,133,Samsung Galaxy S10,699.99,5.0,3499.95,5.59,3304.3,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp
52,4,Red Lipstick,12.99,1.0,12.99,12.16,11.41,https://cdn.dummyjson.com/product-images/beauty/red-lipstick/thumbnail.webp
52,77,Yellow Peeler,5.99,5.0,29.95,12.48,26.21,https://cdn.dummyjson.com/product-images/kitchen-accessories/yellow-peeler/thumbnail.webp
52,114,Kawasaki Z800,8999.99,1.0,8999.99,9.77,8120.69,https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/thumbnail.webp
52,169,Dodge Hornet GT Plus,24999.99,5.0,124999.95,2.63,121712.45,https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/thumbnail.webp
52,185,Black & Brown Slipper,19.99,4.0,79.96,3.33,77.3,https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/thumbnail.webp
52,194,Women's Wrist Watch,129.99,2.0,259.98,12.6,227.22,https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/thumbnail.webp
53,159,iPad Mini 2021 Starlight,499.99,2.0,999.98,3.64,963.58,https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/thumbnail.webp
53,163,Girl Summer Dress,19.99,4.0,79.96,19.2,64.61,https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/thumbnail.webp
54,12,Annibale Colombo Sofa,2499.99,2.0,4999.98,14.4,4279.98,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp
54,78,Apple MacBook Pro 14 Inch Space Grey,1999.99,3.0,5999.97,4.69,5718.57,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp
55,49,Black Aluminium Cup,5.99,3.0,17.97,15.65,15.16,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp
55,84,Gigabyte Aorus Men Tshirt,24.99,1.0,24.99,0.94,24.76,https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/thumbnail.webp
56,60,Grater Black,10.99,2.0,21.98,3.56,21.2,https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp
56,99,Amazon Echo Plus,99.99,1.0,99.99,12.07,87.92,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp
57,88,Nike Air Jordan 1 Red And Black,149.99,5.0,749.95,4.12,719.05,https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/thumbnail.webp
57,100,Apple Airpods,129.99,4.0,519.96,15.54,439.16,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp
58,142,Cricket Ball,12.99,1.0,12.99,8.63,11.87,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/thumbnail.webp
58,174,Prada Women Bag,599.99,2.0,1199.98,14.09,1030.9,https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/thumbnail.webp
59,145,Cricket Wicket,29.99,1.0,29.99,16.93,24.91,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-wicket/thumbnail.webp
59,170,Durango SXT RWD,36999.99,2.0,73999.98,16.44,61834.38,https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp
60,82,New DELL XPS 13 9300 Laptop,1499.99,5.0,7499.95,11.89,6608.21,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/thumbnail.webp
60,149,Iron Golf,49.99,3.0,149.97,6.53,140.18,https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/thumbnail.webp
61,42,Water,0.99,1.0,0.99,14.92,0.84,https://cdn.dummyjson.com/product-images/groceries/water/thumbnail.webp
61,66,Microwave Oven,89.99,4.0,359.96,12.13,316.3,https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/thumbnail.webp
61,107,Beats Flex Wireless Earphones,49.99,3.0,149.97,5.73,141.38,https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/thumbnail.webp
61,119,Olay Ultra Moisture Shea Butter Body Wash,12.99,4.0,51.96,16.39,43.44,https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/thumbnail.webp
61,166,Tartan Dress,39.99,2.0,79.98,12.95,69.62,https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp
62,53,Chopping Board,12.99,4.0,51.96,8.03,47.79,https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp
62,133,Samsung Galaxy S10,699.99,4.0,2799.96,5.59,2643.44,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp
63,19,Chicken Meat,9.99,4.0,39.96,13.7,34.49,https://cdn.dummyjson.com/product-images/groceries/chicken-meat/thumbnail.webp
63,129,Realme X,299.99,1.0,299.99,6.95,279.14,https://cdn.dummyjson.com/product-images/smartphones/realme-x/thumbnail.webp
63,153,Volleyball,11.99,1.0,11.99,12.25,10.52,https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp
63,179,Corset With Black Skirt,79.99,2.0,159.98,15.06,135.89,https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/thumbnail.webp
64,9,Dolce Shine Eau de,69.99,5.0,349.95,0.62,347.78,https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/thumbnail.webp
64,21,Cucumber,1.49,2.0,2.98,0.16,2.98,https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp
64,73,Spice Rack,19.99,4.0,79.96,12.09,70.29,https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/thumbnail.webp
64,79,Asus Zenbook Pro Dual Screen Laptop,1799.99,3.0,5399.97,11.14,4798.41,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/thumbnail.webp
64,175,White Faux Leather Backpack,39.99,5.0,199.95,15.2,169.56,https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp
65,87,Men Check Shirt,27.99,1.0,27.99,11.38,24.8,https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/thumbnail.webp
65,93,Brown Leather Belt Watch,89.99,1.0,89.99,5.99,84.6,https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp
65,130,Realme XT,349.99,4.0,1399.96,11.51,1238.82,https://cdn.dummyjson.com/product-images/smartphones/realme-xt/thumbnail.webp
65,175,White Faux Leather Backpack,39.99,5.0,199.95,15.2,169.56,https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp
66,37,Red Onions,1.99,3.0,5.97,9.9,5.38,https://cdn.dummyjson.com/product-images/groceries/red-onions/thumbnail.webp
66,160,Samsung Galaxy Tab S8 Plus Grey,599.99,1.0,599.99,13.31,520.13,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/thumbnail.webp
66,178,Corset Leather With Skirt,89.99,1.0,89.99,16.26,75.36,https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/thumbnail.webp
66,193,Watch Gold for Women,799.99,2.0,1599.98,18.34,1306.54,https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/thumbnail.webp
67,9,Dolce Shine Eau de,69.99,2.0,139.98,0.62,139.11,https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/thumbnail.webp
67,29,Juice,3.99,1.0,3.99,12.06,3.51,https://cdn.dummyjson.com/product-images/groceries/juice/thumbnail.webp
67,135,Vivo V9,299.99,1.0,299.99,17.67,246.98,https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/thumbnail.webp
68,53,Chopping Board,12.99,4.0,51.96,8.03,47.79,https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp
68,65,Lunch Box,12.99,2.0,25.98,10.34,23.29,https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp
68,164,Gray Dress,34.99,5.0,174.95,14.28,149.97,https://cdn.dummyjson.com/product-images/tops/gray-dress/thumbnail.webp
69,28,Ice Cream,5.49,2.0,10.98,8.69,10.03,https://cdn.dummyjson.com/product-images/groceries/ice-cream/thumbnail.webp
69,122,iPhone 6,299.99,2.0,599.98,6.69,559.84,https://cdn.dummyjson.com/product-images/smartphones/iphone-6/thumbnail.webp
69,183,Green Oval Earring,24.99,3.0,74.97,15.18,63.59,https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp
69,190,IWC Ingenieur Automatic Steel,4999.99,1.0,4999.99,9.45,4527.49,https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/thumbnail.webp
70,72,Slotted Turner,8.99,5.0,44.95,13.35,38.95,https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/thumbnail.webp
70,112,TV Studio Camera Pedestal,499.99,3.0,1499.97,8.31,1375.32,https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/thumbnail.webp
70,130,Realme XT,349.99,1.0,349.99,11.51,309.71,https://cdn.dummyjson.com/product-images/smartphones/realme-xt/thumbnail.webp
70,149,Iron Golf,49.99,3.0,149.97,6.53,140.18,https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/thumbnail.webp
70,161,Samsung Galaxy Tab White,349.99,5.0,1749.95,18.2,1431.46,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/thumbnail.webp
71,23,Eggs,2.99,2.0,5.98,11.05,5.32,https://cdn.dummyjson.com/product-images/groceries/eggs/thumbnail.webp
71,115,MotoGP CI.H1,14999.99,5.0,74999.95,6.92,69809.95,https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/thumbnail.webp
71,133,Samsung Galaxy S10,699.99,4.0,2799.96,5.59,2643.44,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp
71,180,Dress Pea,49.99,2.0,99.98,17.68,82.3,https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp
72,38,Rice,5.99,3.0,17.97,9.29,16.3,https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp
72,46,Plant Pot,14.99,5.0,74.95,6.84,69.82,https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp
72,61,Hand Blender,34.99,2.0,69.98,17.02,58.07,https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp
72,141,Basketball Rim,39.99,4.0,159.96,7.74,147.58,https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/thumbnail.webp
73,63,Kitchen Sieve,7.99,4.0,31.96,18.91,25.92,https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/thumbnail.webp
73,79,Asus Zenbook Pro Dual Screen Laptop,1799.99,3.0,5399.97,11.14,4798.41,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/thumbnail.webp
73,111,Selfie Stick Monopod,12.99,2.0,25.98,19.12,21.01,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/thumbnail.webp
73,120,Vaseline Men Body and Face Lotion,9.99,5.0,49.95,13.39,43.26,https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp
73,129,Realme X,299.99,1.0,299.99,6.95,279.14,https://cdn.dummyjson.com/product-images/smartphones/realme-x/thumbnail.webp
73,191,Rolex Cellini Moonphase,15999.99,1.0,15999.99,4.11,15342.39,https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/thumbnail.webp
74,36,Protein Powder,19.99,3.0,59.97,7.59,55.42,https://cdn.dummyjson.com/product-images/groceries/protein-powder/thumbnail.webp
74,41,Tissue Paper Box,2.49,1.0,2.49,13.28,2.16,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp
74,105,Apple MagSafe Battery Pack,99.99,1.0,99.99,17.17,82.82,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp
74,130,Realme XT,349.99,4.0,1399.96,11.51,1238.82,https://cdn.dummyjson.com/product-images/smartphones/realme-xt/thumbnail.webp
75,37,Red Onions,1.99,2.0,3.98,9.9,3.59,https://cdn.dummyjson.com/product-images/groceries/red-onions/thumbnail.webp
75,41,Tissue Paper Box,2.49,1.0,2.49,13.28,2.16,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp
75,73,Spice Rack,19.99,2.0,39.98,12.09,35.15,https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/thumbnail.webp
75,127,Oppo K1,299.99,1.0,299.99,18.29,245.12,https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/thumbnail.webp
76,78,Apple MacBook Pro 14 Inch Space Grey,1999.99,4.0,7999.96,4.69,7624.76,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp
76,108,iPhone 12 Silicone Case with MagSafe Plum,29.99,3.0,89.97,13.85,77.51,https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/thumbnail.webp
76,152,Tennis Racket,49.99,3.0,149.97,19.61,120.56,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/thumbnail.webp
76,167,300 Touring,28999.99,1.0,28999.99,3.98,27845.79,https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp
76,177,Black Women's Gown,129.99,3.0,389.97,10.48,349.1,https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/thumbnail.webp
77,91,Sports Sneakers Off White & Red,119.99,1.0,119.99,4.97,114.03,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/thumbnail.webp
77,106,Apple Watch Series 4 Gold,349.99,2.0,699.98,12.02,615.84,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/thumbnail.webp
77,178,Corset Leather With Skirt,89.99,2.0,179.98,16.26,150.72,https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/thumbnail.webp
78,85,Man Plaid Shirt,34.99,1.0,34.99,19.5,28.17,https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/thumbnail.webp
78,120,Vaseline Men Body and Face Lotion,9.99,3.0,29.97,13.39,25.96,https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp
78,171,Pacifica Touring,31999.99,4.0,127999.96,14.76,109107.17,https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/thumbnail.webp
78,181,Marni Red & Black Suit,179.99,5.0,899.95,19.02,728.78,https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/thumbnail.webp
79,18,Cat Food,8.99,3.0,26.97,9.58,24.39,https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp
79,50,Black Whisk,9.99,2.0,19.98,10.24,17.93,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/thumbnail.webp
79,84,Gigabyte Aorus Men Tshirt,24.99,3.0,74.97,0.94,74.27,https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/thumbnail.webp
79,147,Football,17.99,3.0,53.97,5.15,51.19,https://cdn.dummyjson.com/product-images/sports-accessories/football/thumbnail.webp
79,174,Prada Women Bag,599.99,1.0,599.99,14.09,515.45,https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/thumbnail.webp
79,193,Watch Gold for Women,799.99,1.0,799.99,18.34,653.27,https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/thumbnail.webp
80,13,Bedside Table African Cherry,299.99,5.0,1499.95,19.09,1213.61,https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp
80,41,Tissue Paper Box,2.49,2.0,4.98,13.28,4.32,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp
81,2,Eyeshadow Palette with Mirror,19.99,3.0,59.97,18.19,49.06,https://cdn.dummyjson.com/product-images/beauty/eyeshadow-palette-with-mirror/thumbnail.webp
81,18,Cat Food,8.99,2.0,17.98,9.58,16.26,https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp
81,36,Protein Powder,19.99,5.0,99.95,7.59,92.36,https://cdn.dummyjson.com/product-images/groceries/protein-powder/thumbnail.webp
81,53,Chopping Board,12.99,5.0,64.95,8.03,59.73,https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp
82,43,Decoration Swing,59.99,3.0,179.97,10.41,161.24,https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp
82,46,Plant Pot,14.99,5.0,74.95,6.84,69.82,https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp
82,107,Beats Flex Wireless Earphones,49.99,4.0,199.96,5.73,188.5,https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/thumbnail.webp
82,136,Vivo X21,499.99,3.0,1499.97,17.41,1238.83,https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp
82,163,Girl Summer Dress,19.99,1.0,19.99,19.2,16.15,https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/thumbnail.webp
83,14,Knoll Saarinen Executive Conference Chair,499.99,4.0,1999.96,2.01,1959.76,https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp
83,32,Milk,3.49,1.0,3.49,13.74,3.01,https://cdn.dummyjson.com/product-images/groceries/milk/thumbnail.webp
83,49,Black Aluminium Cup,5.99,3.0,17.97,15.65,15.16,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp
83,163,Girl Summer Dress,19.99,2.0,39.98,19.2,32.3,https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/thumbnail.webp
83,170,Durango SXT RWD,36999.99,4.0,147999.96,16.44,123668.77,https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp
84,71,Silver Pot With Glass Cap,39.99,1.0,39.99,5.7,37.71,https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/thumbnail.webp
84,90,Puma Future Rider Trainers,89.99,5.0,449.95,4.2,431.05,https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp
84,141,Basketball Rim,39.99,2.0,79.98,7.74,73.79,https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/thumbnail.webp
85,47,Table Lamp,49.99,2.0,99.98,7.09,92.89,https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp
85,157,Party Glasses,19.99,4.0,79.96,11.22,70.99,https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/thumbnail.webp
86,114,Kawasaki Z800,8999.99,5.0,44999.95,9.77,40603.45,https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/thumbnail.webp
86,180,Dress Pea,49.99,5.0,249.95,17.68,205.76,https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp
87,44,Family Tree Photo Frame,29.99,1.0,29.99,14.87,25.53,https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp
87,45,House Showpiece Plant,39.99,5.0,199.95,7.46,185.03,https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp
87,175,White Faux Leather Backpack,39.99,2.0,79.98,15.2,67.82,https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp
88,58,Fork,3.99,5.0,19.95,8.07,18.34,https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/thumbnail.webp
88,100,Apple Airpods,129.99,1.0,129.99,15.54,109.79,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp
89,30,Kiwi,2.49,4.0,9.96,15.22,8.44,https://cdn.dummyjson.com/product-images/groceries/kiwi/thumbnail.webp
89,44,Family Tree Photo Frame,29.99,1.0,29.99,14.87,25.53,https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp
89,101,Apple AirPods Max Silver,549.99,4.0,2199.96,13.67,1899.23,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods-max-silver/thumbnail.webp
89,138,Baseball Ball,8.99,1.0,8.99,1.71,8.84,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/thumbnail.webp
89,150,Metal Baseball Bat,29.99,2.0,59.98,19.51,48.28,https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/thumbnail.webp
90,83,Blue & Black Check Shirt,29.99,2.0,59.98,15.35,50.77,https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp
90,94,Longines Master Collection,1499.99,3.0,4499.97,17.24,3724.18,https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/thumbnail.webp
90,132,Samsung Galaxy S8,499.99,2.0,999.98,19.45,805.48,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp
90,176,Women Handbag Black,59.99,5.0,299.95,11.63,265.07,https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/thumbnail.webp
90,180,Dress Pea,49.99,4.0,199.96,17.68,164.61,https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp
91,52,Carbon Steel Wok,29.99,2.0,59.98,6.53,56.06,https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp
91,187,Golden Shoes Woman,49.99,4.0,199.96,13.93,172.11,https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp
92,51,Boxed Blender,39.99,4.0,159.96,7.26,148.35,https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp
92,132,Samsung Galaxy S8,499.99,1.0,499.99,19.45,402.74,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp
92,187,Golden Shoes Woman,49.99,3.0,149.97,13.93,129.08,https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp
93,13,Bedside Table African Cherry,299.99,5.0,1499.95,19.09,1213.61,https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp
93,74,Spoon,4.99,2.0,9.98,1.53,9.83,https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/thumbnail.webp
93,83,Blue & Black Check Shirt,29.99,2.0,59.98,15.35,50.77,https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp
93,85,Man Plaid Shirt,34.99,4.0,139.96,19.5,112.67,https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/thumbnail.webp
93,103,Apple HomePod Mini Cosmic Grey,99.99,1.0,99.99,18.1,81.89,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-homepod-mini-cosmic-grey/thumbnail.webp
94,3,Powder Canister,14.99,4.0,59.96,9.84,54.06,https://cdn.dummyjson.com/product-images/beauty/powder-canister/thumbnail.webp
94,16,Apple,1.99,3.0,5.97,12.62,5.22,https://cdn.dummyjson.com/product-images/groceries/apple/thumbnail.webp
94,75,Tray,16.99,5.0,84.95,7.48,78.6,https://cdn.dummyjson.com/product-images/kitchen-accessories/tray/thumbnail.webp
94,155,Classic Sun Glasses,24.99,3.0,74.97,4.94,71.27,https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/thumbnail.webp
94,188,Pampi Shoes,29.99,4.0,119.96,14.14,103.0,https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/thumbnail.webp
95,23,Eggs,2.99,2.0,5.98,11.05,5.32,https://cdn.dummyjson.com/product-images/groceries/eggs/thumbnail.webp
95,133,Samsung Galaxy S10,699.99,5.0,3499.95,5.59,3304.3,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp
95,140,Basketball,14.99,4.0,59.96,7.44,55.5,https://cdn.dummyjson.com/product-images/sports-accessories/basketball/thumbnail.webp
95,170,Durango SXT RWD,36999.99,4.0,147999.96,16.44,123668.77,https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp
95,183,Green Oval Earring,24.99,5.0,124.95,15.18,105.98,https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp
96,5,Red Nail Polish,8.99,5.0,44.95,11.44,39.81,https://cdn.dummyjson.com/product-images/beauty/red-nail-polish/thumbnail.webp
96,162,Blue Frock,29.99,2.0,59.98,12.13,52.7,https://cdn.dummyjson.com/product-images/tops/blue-frock/thumbnail.webp
97,18,Cat Food,8.99,1.0,8.99,9.58,8.13,https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp
97,41,Tissue Paper Box,2.49,2.0,4.98,13.28,4.32,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp
97,132,Samsung Galaxy S8,499.99,4.0,1999.96,19.45,1610.97,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp
